nabíjecí_stanice,nabíjení_interval_začátek_datum_a_čas,nabíjení_interval_konec_datum_a_čas,spotřeba_hodnota,spotřeba_jednotka
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-08-08T08:32:00,2018-08-08T09:10:00,4.196,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-08-07T17:56:00,2018-08-07T18:27:00,1.741,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-08-03T21:28:00,2018-08-03T22:16:00,1.956,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-08-03T20:35:00,2018-08-03T20:38:00,0.330,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-08-03T19:58:00,2018-08-03T20:17:00,2.129,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-08-03T11:09:00,2018-08-03T13:23:00,8.243,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-08-02T17:31:00,2018-08-02T20:56:00,12.498,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-08-01T11:57:00,2018-08-01T14:29:00,9.310,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-30T10:11:00,2018-09-30T10:54:00,2.389,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-29T14:24:00,2018-09-29T14:45:00,2.508,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-28T15:09:00,2018-09-28T15:39:00,3.318,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-28T14:54:00,2018-09-28T15:09:00,1.621,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-27T14:17:00,2018-09-27T15:06:00,5.358,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-27T08:29:00,2018-09-27T08:49:00,1.876,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-27T08:16:00,2018-09-27T08:28:00,1.084,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-27T08:04:00,2018-09-27T08:16:00,1.036,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-27T08:04:00,2018-09-27T08:04:00,0.020,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-27T06:21:00,2018-09-27T06:30:00,0.954,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-25T12:43:00,2018-09-25T14:32:00,12.604,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-24T15:49:00,2018-09-24T15:58:00,1.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-24T12:36:00,2018-09-24T13:16:00,8.151,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-24T11:46:00,2018-09-24T12:35:00,5.313,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-22T18:42:00,2018-09-22T19:19:00,4.111,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-22T17:14:00,2018-09-22T17:25:00,1.214,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-18T19:10:00,2018-09-18T19:22:00,1.160,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-18T18:57:00,2018-09-18T19:06:00,1.025,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-17T20:12:00,2018-09-17T20:52:00,4.086,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-16T20:24:00,2018-09-16T20:34:00,1.109,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-16T14:58:00,2018-09-16T15:05:00,2.119,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-16T14:05:00,2018-09-16T14:07:00,0.704,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-16T09:55:00,2018-09-16T10:57:00,3.656,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-15T23:59:00,2018-09-15T00:34:00,5.085,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-14T20:15:00,2018-09-14T20:26:00,3.226,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-14T18:30:00,2018-09-14T18:45:00,3.666,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-14T17:23:00,2018-09-14T17:41:00,6.303,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-14T09:44:00,2018-09-14T10:42:00,6.353,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-12T11:57:00,2018-09-12T13:13:00,4.445,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-11T21:22:00,2018-09-11T21:55:00,2.491,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-09T20:23:00,2018-09-09T21:42:00,8.763,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-04T19:35:00,2018-09-04T19:55:00,1.865,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-03T14:51:00,2018-09-03T15:43:00,3.048,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-01T18:52:00,2018-09-01T21:28:00,9.221,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-01T11:03:00,2018-09-01T12:39:00,9.971,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-09-01T10:17:00,2018-09-01T10:55:00,4.214,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-09-28T15:14:00,2018-09-28T15:39:00,1.491,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-09-28T14:01:00,2018-09-28T14:44:00,4.136,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-31T07:01:00,2018-01-31T07:15:00,0.716,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-30T16:24:00,2018-01-30T19:37:00,20.180,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-29T16:32:00,2018-01-29T19:31:00,18.194,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-29T10:32:00,2018-01-29T11:44:00,7.841,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-21T09:34:00,2018-01-21T11:40:00,6.521,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-19T13:25:00,2018-01-19T13:53:00,1.066,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-19T09:56:00,2018-01-19T11:53:00,6.438,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-19T09:52:00,2018-01-19T09:53:00,0.025,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-19T09:48:00,2018-01-19T09:48:00,0.015,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-11T15:58:00,2018-01-11T18:53:00,16.391,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-09T16:23:00,2018-01-09T16:33:00,0.551,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-01-02T12:07:00,2018-01-02T13:48:00,11.390,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:27:00,2018-11-29T16:27:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:27:00,2018-11-29T16:27:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:26:00,2018-11-29T16:26:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:25:00,2018-11-29T16:25:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:24:00,2018-11-29T16:24:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:23:00,2018-11-29T16:23:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T16:23:00,2018-11-29T16:23:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T13:03:00,2018-11-29T13:47:00,16.394,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-29T08:07:00,2018-11-29T09:14:00,24.405,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-27T11:40:00,2018-11-27T13:46:00,13.791,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-27T07:48:00,2018-11-27T09:15:00,7.513,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-26T20:23:00,2018-11-26T20:37:00,5.121,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-26T18:59:00,2018-11-26T19:20:00,2.319,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-26T18:45:00,2018-11-26T18:54:00,0.914,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-26T18:25:00,2018-11-26T18:38:00,4.540,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-25T19:01:00,2018-11-25T19:56:00,3.591,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-25T18:11:00,2018-11-25T18:22:00,4.074,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-25T08:39:00,2018-11-25T11:58:00,21.356,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-24T16:49:00,2018-11-24T17:03:00,1.513,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-24T12:45:00,2018-11-24T13:07:00,7.000,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-24T08:51:00,2018-11-24T09:01:00,1.866,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-24T08:49:00,2018-11-24T08:49:00,0.076,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-24T00:07:00,2018-11-24T00:24:00,6.329,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-23T16:40:00,2018-11-23T16:49:00,1.789,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-21T20:41:00,2018-11-21T20:49:00,1.286,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-20T13:32:00,2018-11-20T14:00:00,3.465,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-20T11:54:00,2018-11-20T12:52:00,6.733,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-18T22:20:00,2018-11-18T22:42:00,8.104,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-18T20:54:00,2018-11-18T21:08:00,1.521,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-16T08:45:00,2018-11-16T09:35:00,3.730,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-15T19:45:00,2018-11-15T20:18:00,3.638,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-15T14:00:00,2018-11-15T14:18:00,1.979,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-14T13:59:00,2018-11-14T15:27:00,9.793,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-14T07:30:00,2018-11-14T07:50:00,2.209,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-13T17:38:00,2018-11-13T18:03:00,2.809,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-13T07:27:00,2018-11-13T07:50:00,2.550,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-12T17:01:00,2018-11-12T17:14:00,5.111,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-12T12:26:00,2018-11-12T13:56:00,9.121,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-11T13:53:00,2018-11-11T14:01:00,0.764,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-11T13:41:00,2018-11-11T13:51:00,2.734,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-11T10:45:00,2018-11-11T11:52:00,7.350,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-11T07:57:00,2018-11-11T08:10:00,2.173,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-10T20:36:00,2018-11-10T20:43:00,0.726,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-09T12:57:00,2018-11-09T13:04:00,1.401,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-08T14:54:00,2018-11-08T16:07:00,8.139,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-08T13:39:00,2018-11-08T14:53:00,8.284,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-08T10:04:00,2018-11-08T10:55:00,4.571,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-07T07:31:00,2018-11-07T08:56:00,6.330,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-06T19:36:00,2018-11-06T19:44:00,2.255,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-06T14:18:00,2018-11-06T15:16:00,6.555,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-06T13:35:00,2018-11-06T14:14:00,11.895,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-05T12:04:00,2018-11-05T12:05:00,0.039,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-05T07:35:00,2018-11-05T08:40:00,7.183,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-04T20:14:00,2018-11-04T20:43:00,10.364,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-04T12:27:00,2018-11-04T12:52:00,9.030,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-04T12:03:00,2018-11-04T12:10:00,2.533,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T19:50:00,2018-11-02T19:54:00,0.105,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T19:39:00,2018-11-02T19:46:00,1.321,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T15:35:00,2018-11-02T15:42:00,2.464,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T15:32:00,2018-11-02T15:34:00,0.890,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T12:38:00,2018-11-02T14:55:00,11.188,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T08:43:00,2018-11-02T09:42:00,11.409,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-02T07:25:00,2018-11-02T08:36:00,7.021,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-01T13:50:00,2018-11-01T14:51:00,12.949,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-01T09:59:00,2018-11-01T10:01:00,0.039,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-01T09:57:00,2018-11-01T09:58:00,0.035,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-01T07:54:00,2018-11-01T08:03:00,1.000,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-11-01T06:43:00,2018-11-01T07:09:00,5.516,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-11-15T06:55:00,2018-11-15T14:32:00,9.010,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-31T10:27:00,2018-12-31T10:53:00,2.874,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-29T11:00:00,2018-12-29T11:46:00,5.066,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-28T10:34:00,2018-12-28T11:34:00,6.706,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-28T09:55:00,2018-12-28T10:33:00,4.295,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-27T15:32:00,2018-12-27T16:47:00,4.508,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-27T09:39:00,2018-12-27T10:37:00,6.463,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-26T18:38:00,2018-12-26T19:21:00,4.601,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-26T13:08:00,2018-12-26T13:59:00,5.599,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-23T14:13:00,2018-12-23T14:33:00,2.176,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-22T13:30:00,2018-12-22T14:03:00,3.676,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-22T09:20:00,2018-12-22T10:23:00,7.035,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-21T16:28:00,2018-12-21T18:05:00,4.949,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-21T07:41:00,2018-12-21T09:45:00,9.690,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-20T14:21:00,2018-12-20T15:43:00,3.003,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-20T13:17:00,2018-12-20T14:16:00,6.448,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-20T12:03:00,2018-12-20T12:15:00,0.653,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-20T01:28:00,2018-12-20T06:48:00,26.988,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-20T00:53:00,2018-12-20T00:55:00,0.001,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-19T23:42:00,2018-12-19T00:51:00,7.564,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-19T10:30:00,2018-12-19T14:22:00,19.375,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-19T10:23:00,2018-12-19T10:26:00,0.258,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-19T09:43:00,2018-12-19T10:16:00,3.669,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-18T19:51:00,2018-12-18T20:06:00,1.530,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-18T11:58:00,2018-12-18T12:13:00,1.616,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-17T15:54:00,2018-12-17T17:03:00,7.580,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-17T12:51:00,2018-12-17T15:50:00,13.295,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-17T10:22:00,2018-12-17T12:00:00,10.931,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-17T08:00:00,2018-12-17T08:46:00,5.090,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-15T11:16:00,2018-12-15T11:50:00,3.748,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-14T13:24:00,2018-12-14T14:52:00,9.820,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-14T08:52:00,2018-12-14T09:55:00,7.041,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-13T12:24:00,2018-12-13T12:26:00,0.118,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-13T10:41:00,2018-12-13T12:10:00,9.735,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-13T08:32:00,2018-12-13T10:36:00,9.994,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-12T10:11:00,2018-12-12T11:03:00,5.830,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-12T08:38:00,2018-12-12T09:27:00,5.426,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-10T09:12:00,2018-12-10T10:06:00,5.953,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-09T10:12:00,2018-12-09T10:52:00,3.671,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-07T19:29:00,2018-12-07T20:14:00,4.900,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-07T12:51:00,2018-12-07T15:16:00,13.255,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-06T12:02:00,2018-12-06T12:58:00,20.696,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-06T09:50:00,2018-12-06T11:12:00,4.506,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-05T16:41:00,2018-12-05T16:51:00,0.996,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-04T16:49:00,2018-12-04T20:22:00,23.563,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-04T14:40:00,2018-12-04T15:45:00,7.184,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-04T11:43:00,2018-12-04T12:27:00,4.749,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2018-12-04T07:33:00,2018-12-04T07:35:00,0.283,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-12-27T15:29:00,2018-12-27T16:07:00,1.061,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-12-23T14:22:00,2018-12-23T14:52:00,1.033,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-12-17T15:39:00,2018-12-17T15:51:00,0.443,kWh
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2018-12-07T13:44:00,2018-12-07T13:58:00,0.519,kWh
